"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
212,"M",854936,40,"TEC","CAS",12,13,"CALAMA",0,737785,0,0,1322,0,0,2,550000,"NO","NO FUGA"
213,"F",142807,48,"MED","CAS",24,87,"SANTIAGO",0,0,0,201033,0,0,310,0,2700000,"NO","NO FUGA"
214,"F",516383,32,"MED","CAS",94,301,"ANCUD",0,9667,0,161721,110,0,144,1,2100000,"NO","NO FUGA"
215,"M",575653,38,"TEC","CAS",30,100,"SANTIAGO",0,53779,237357,0,4,802,116,1,1900000,"NO","NO FUGA"
216,"M",2034861,42,"UNV","CAS",55,90,"SANTIAGO",1102292,522472,0,0,2272,37371,0,1,3800000,"NO","FUGA"
217,"M",88686,47,"UNV","SOL",84,88,"SANTIAGO",0,346716,0,59665,0,4455,1,1,7000000,"NO","FUGA"
218,"M",286587,46,"UNV",NA,31,119,"SANTIAGO",0,4857,0,306010,411,0,341,1,1900000,"NO","FUGA"
219,"M",5041906,41,"UNV","CAS",55,90,"SANTIAGO",0,172422,0,0,63,2007,0,1,8000000,"NO","FUGA"
220,"M",90730,48,"MED","SOL",52,93,"SANTIAGO",0,28721,0,472837,313,0,499,1,3500000,"SI","FUGA"
221,"M",53401,43,"MED","CAS",90,108,"SANTIAGO",0,285384,0,130198,486,0,64,3,1800000,"NO","FUGA"
222,"F",49585,44,"MED","SOL",13,16,"ANTOFAGASTA",0,225390,0,0,1,0,1147,1,8000000,"SI","NO FUGA"
223,"M",19962,45,"MED","CAS",55,90,"SANTIAGO",0,1083274,0,220440,0,957,0,1,8000000,"NO","FUGA"
224,"M",362175,32,"UNV","SOL",42,31,"COQUIMBO",0,330962,0,0,774,1087,0,1,1200000,"NO","NO FUGA"
225,"M",52979,55,"TEC","SOL",27,226,"CONCEPCION",0,48745,1586238,449573,11,0,59,1,3600000,"NO","FUGA"
226,"M",844953,36,"MED","SOL",22,1,"ARICA",0,318353,0,843035,166,0,17,1,6400000,"SI","NO FUGA"
227,"F",29844,47,"MED","SOL",90,93,"SANTIAGO",0,87724,0,23882,25,0,1,1,4700000,"SI","NO FUGA"
228,"M",99917,49,"UNV","SOL",138,1,"ARICA",0,442829,0,87393,50,125,82,1,2500000,"NO","FUGA"
229,"F",577642,56,"TEC","CAS",90,85,"SANTIAGO",245238,42270,1152064,0,241,0,0,3,800000,"NO","NO FUGA"
230,"F",469305,48,"UNV","CAS",31,119,"SANTIAGO",0,0,0,0,0,0,2202,1,2000000,"SI","FUGA"
231,"F",95805,26,"TEC","SOL",128,88,"SANTIAGO",0,8519,0,167027,61,0,18,1,1700000,"NO","NO FUGA"
232,"F",113789,47,"UNV","SEP",15,67,"VINA DEL MAR",0,42726,0,573291,62,0,288,1,4900000,"NO","NO FUGA"
233,"M",149825,46,"MED","SOL",70,265,"LONCOCHE",0,665833,0,269051,0,0,2436,0,8000000,"NO","NO FUGA"
234,"F",489438,35,"UNV","SOL",107,164,"CURICO",0,1059399,0,0,2,0,0,1,1300000,"NO","NO FUGA"
235,"F",6335996,24,"TEC","SEP",118,86,"SANTIAGO",0,351001,0,13945,0,0,3,0,3100000,"NO","NO FUGA"
236,"M",7091284,42,"UNV","CAS",55,90,"SANTIAGO",624080,327164,0,47,5223,0,4208,1,1700000,"SI","FUGA"
237,"M",1538618,47,"UNV","SOL",138,1,"ARICA",0,0,0,349827,6304,5721,102,2,5500000,"NO","FUGA"
238,"M",194549,52,"MED","SOL",138,1,"ARICA",0,0,0,0,481,13311,0,1,5500000,"NO","FUGA"
239,NA,69049,38,"MED","CAS",129,88,"SANTIAGO",0,952303,0,0,8,0,15,2,8000000,"SI","NO FUGA"
240,"F",4040059,31,"TEC","CAS",68,213,"LOS ANGELES",0,193397,0,0,0,0,0,0,1500000,"NO","NO FUGA"
241,"F",2953059,44,"UNV","CAS",102,88,"SANTIAGO",0,11375,0,291669,144,0,97,1,2500000,"SI","FUGA"
242,"M",999313,44,"MED","SOL",31,119,"SANTIAGO",0,19057,0,785470,143,0,832,2,5100000,"NO","FUGA"
243,"F",226297,53,"MED","CAS",138,1,"ARICA",0,801306,0,0,156,0,0,1,3100000,"NO","FUGA"
244,"F",3711772,44,"UNV","CAS",31,119,"SANTIAGO",0,51685,0,0,0,26131,0,1,5000000,"NO","FUGA"
245,"F",523,59,"TEC","SOL",55,93,"SANTIAGO",0,781337,0,0,43,7476,68,1,4100000,"NO","NO FUGA"
246,"M",729041,53,"TEC","SOL",76,80,"SANTIAGO",0,20449,0,0,118,0,0,1,5700000,"NO","FUGA"
247,"M",1266030,42,"UNV","CAS",55,90,"SANTIAGO",0,117337,0,210451,18,16946,107,1,2400000,"NO","FUGA"
248,"F",436935,55,"MED","CAS",57,112,"SANTIAGO",0,153543,0,15619,0,0,82,0,1900000,"NO","NO FUGA"
249,"F",23049,41,"TEC","SEP",34,29,"LA SERENA",698778,483938,0,17025,2142,10396,181,3,2000000,"NO","NO FUGA"
250,"F",113399,38,"UNV","CAS",30,98,"SANTIAGO",0,0,0,0,362,2194,0,1,1200000,"NO","NO FUGA"
251,"M",54965,45,"UNV","SOL",31,119,"SANTIAGO",0,0,0,0,0,0,0,1,5000000,"NO","FUGA"
252,"F",4430,51,"MED","SOL",50,98,"SANTIAGO",0,402896,0,0,0,25937,358,0,6200000,"SI","NO FUGA"
253,"M",8975,47,"UNV","SOL",51,90,"SANTIAGO",0,680795,0,168240,0,0,6,0,1300000,"NO","NO FUGA"
254,"F",4889897,33,"TEC","SOL",49,103,"SANTIAGO",0,171246,0,102880,0,0,519,0,1100000,"NO","NO FUGA"
255,"M",601643,29,"MED","CAS",20,49,"LOS ANDES",0,172099,0,0,79,308,0,2,3700000,"NO","NO FUGA"
256,"M",111856,43,"UNV","CAS",31,119,"SANTIAGO",0,340953,0,0,25,0,12,2,3700000,"NO","FUGA"
257,"M",182901,47,"UNV","CAS",138,1,"ARICA",0,0,0,0,2959,345,3,3,800000,"NO","FUGA"
258,"F",79682,52,"MED","VIU",24,88,"SANTIAGO",0,861930,263371,0,26,0,2130,1,1400000,"NO","NO FUGA"
259,"M",170122,31,"TEC","CAS",44,176,"SAN CLEMENTE",0,83271,0,4424,198,0,240,1,2400000,"SI","NO FUGA"
260,"M",582136,40,"UNV","SOL",138,1,"ARICA",0,493940,0,2387985,0,20962,1378,1,8000000,"NO","FUGA"
261,"M",15391,34,"UNV","CAS",123,105,"SANTIAGO",0,120271,0,0,20,1546,0,1,6000000,"NO","NO FUGA"
262,"M",290450,40,"UNV","SOL",138,1,"ARICA",270066,0,0,0,4,0,0,1,1600000,"NO","FUGA"
263,"M",1242534,39,"MED","CAS",151,226,"CONCEPCION",0,20945,647916,128039,321,0,7540,2,8000000,"SI","NO FUGA"
264,"F",91397,49,"MED","CAS",45,NA,NA,0,58355,0,0,33,19746,0,1,6500000,"NO","NO FUGA"
265,"M",45088,50,"UNV","CAS",47,80,"SANTIAGO",0,99321,0,229889,281,0,0,2,1300000,"NO","FUGA"
266,"M",552141,41,"TEC","CAS",122,95,"SANTIAGO",0,570441,0,0,361,0,0,2,3900000,"NO","NO FUGA"
267,"M",232864,52,"TEC","SOL",138,1,"ARICA",11931,104,0,475835,304,0,225,1,1700000,"NO","FUGA"
268,"F",1038482,47,"TEC","CAS",39,82,"SANTIAGO",0,74708,0,445501,400,0,1883,3,4200000,"NO","NO FUGA"
269,"M",407430,40,"UNV","CAS",138,1,"ARICA",0,69132,0,0,3,0,0,1,5100000,"NO","FUGA"
270,"F",395930,42,"TEC","CAS",27,226,"CONCEPCION",260917,93484,0,79349,990,0,0,1,3800000,"SI","NO FUGA"
271,"M",31383,40,"UNV","CAS",138,1,"ARICA",1274200,53430,0,516030,923,0,324,2,6900000,"NO","FUGA"
272,"F",1739114,43,"MED","CAS",92,117,"SANTIAGO",0,0,0,0,140,0,473,3,8000000,"NO","NO FUGA"
273,"M",681128,53,"UNV","CAS",27,226,"CONCEPCION",525237,158643,0,638252,1370,0,280,2,1300000,"SI","FUGA"
274,"F",4493663,32,"MED","SOL",64,314,"COYHAIQUE",1015970,39498,0,52,594,0,0,1,2300000,"SI","NO FUGA"
275,"M",3081114,41,"MED","CAS",103,93,"SANTIAGO",237222,229722,0,228721,546,0,41,2,1200000,"NO","FUGA"
276,"F",729324,44,"UNV","CAS",31,119,"SANTIAGO",1063366,95098,0,398328,292,0,144,1,1500000,"SI","FUGA"
277,"F",248181,38,"MED","SOL",66,253,"TEMUCO",0,0,0,0,3,0,0,1,1700000,"NO","NO FUGA"
278,"F",21951,50,"MED","SOL",56,131,"RANCAGUA",0,194419,0,0,89,0,0,1,4100000,"SI","NO FUGA"
279,"M",10834,32,"TEC","CAS",42,31,"COQUIMBO",0,198030,0,0,504,2265,0,1,1200000,"NO","NO FUGA"
280,"M",187937,35,"UNV","CAS",90,NA,NA,0,0,0,0,1025,6588,0,1,1200000,"NO","NO FUGA"
281,"M",31507,58,"MED","CAS",38,104,"SANTIAGO",0,432292,0,0,0,0,7928,1,1900000,"NO","FUGA"
282,"M",3944117,42,"UNV","CAS",138,87,"SANTIAGO",0,224213,0,292714,136,9407,639,1,3500000,"NO","FUGA"
283,"M",868579,56,"MED","SOL",51,88,"SANTIAGO",4002474,1410172,0,75207,0,0,0,0,5500000,"NO","NO FUGA"
284,"M",21237,41,"MED","CAS",31,119,"SANTIAGO",0,113314,0,0,32,824,0,1,3300000,"NO","FUGA"
285,"M",595891,47,"UNV","CAS",48,87,"SANTIAGO",0,522171,0,0,363,0,0,1,3200000,"NO","FUGA"
286,"F",441388,55,"UNV","CAS",74,272,"VALDIVIA",0,610469,0,0,721,0,0,2,2600000,"NO","NO FUGA"
287,"F",447633,57,"TEC","CAS",107,86,"SANTIAGO",0,1623412,0,957475,4271,1607,8090,1,3100000,"NO","NO FUGA"
288,"F",43060,45,"TEC","SEP",16,313,"PALENA",321053,40620,0,0,284,0,0,1,900000,"SI","NO FUGA"
289,"F",726731,48,"UNV","CAS",31,119,"SANTIAGO",0,392080,0,0,626,0,0,1,3400000,"NO","FUGA"
290,"M",365451,45,"UNV","CAS",84,103,"SANTIAGO",0,277439,0,653,0,8051,1,1,3800000,"NO","FUGA"
291,"F",36358,38,"MED","VIU",66,253,"TEMUCO",0,185469,0,0,90,566,169,1,900000,"NO","NO FUGA"
292,"F",1937715,40,"TEC","VIU",60,284,"OSORNO",0,8604,0,490574,836,0,1495,1,3600000,"NO","NO FUGA"
293,"M",32287,52,"UNV","CAS",19,115,"SANTIAGO",162279,551398,0,0,0,0,0,1,8000000,"NO","FUGA"
294,"M",5710362,40,"MED","CAS",22,89,"SANTIAGO",1334656,0,0,439,789,367,1,2,700000,"NO","FUGA"
295,"M",285856,29,"MED","SOL",153,298,"LLANQUIHUE",0,460247,0,95604,0,0,129,0,1600000,"NO","NO FUGA"
296,"M",36853,46,"MED","CAS",55,90,"SANTIAGO",0,88844,0,185106,574,14506,9,1,4300000,"NO","FUGA"
297,"F",48051,42,"TEC","SOL",120,85,"SANTIAGO",0,375715,0,0,354,0,265,1,4400000,"SI","NO FUGA"
298,"M",931015,37,"TEC","CAS",79,131,"RANCAGUA",103302,1855909,0,18302,788,6863,755,1,4100000,"NO","NO FUGA"
299,"M",360151,54,"UNV",NA,122,516,"LLO-LLEO",0,0,0,0,0,779,0,0,2000000,"NO","NO FUGA"
300,"M",1298365,44,"UNV","CAS",31,119,"SANTIAGO",0,22223,0,0,203,0,0,2,1700000,"NO","FUGA"
301,"M",247766,52,"UNV","SOL",35,112,"SANTIAGO",0,300818,0,349889,0,0,6,1,1400000,"NO","FUGA"
302,"F",319643,37,"UNV","CAS",90,80,"SANTIAGO",328814,208817,0,167027,433,0,14,1,550000,"NO","FUGA"
303,"M",342149,47,"UNV","SOL",24,90,"SANTIAGO",0,75171,0,321301,95,0,7,1,1700000,"NO","FUGA"
304,"F",1033182,52,"MED","CAS",27,226,"CONCEPCION",0,916312,0,0,18,11492,5545,1,4900000,"NO","NO FUGA"
305,"M",2306,51,"UNV","CAS",55,90,"SANTIAGO",1554681,2500,0,67075,5,764,299,1,4200000,"NO","FUGA"
306,"F",264480,50,"MED","SOL",138,1,"ARICA",166440,15880,0,113418,298,0,68,1,3500000,"NO","FUGA"
307,"F",276651,53,"TEC","CAS",103,115,"SANTIAGO",0,99607,0,130761,0,1254,0,1,1800000,"SI","FUGA"
308,"F",188375,50,"MED","CAS",138,1,"ARICA",0,116721,0,246322,0,0,0,1,1200000,"NO","FUGA"
309,"M",472695,33,"UNV","CAS",92,105,"SANTIAGO",0,3817,0,196336,71,0,366,2,3100000,"SI","FUGA"
310,"M",1286106,47,"UNV","SEP",138,1,"ARICA",0,163180,0,0,11,8033,10217,1,6600000,"NO","FUGA"
311,"M",427654,47,"UNV","SOL",138,1,"ARICA",611344,177878,0,0,307,29679,0,1,1700000,"NO","FUGA"
312,"M",180261,28,"UNV","SOL",61,285,"SAN PABLO",0,350358,0,101032,719,17356,10642,2,4000000,"NO","NO FUGA"
313,"F",1095538,40,"MED","CAS",52,118,"SANTIAGO",0,126,0,183249,1615,0,107,3,4500000,"SI","FUGA"
314,"M",522812,33,"TEC","SOL",21,502,"CHUQUICAMATA",873383,116572,0,39472,441,0,460,1,2700000,"NO","NO FUGA"
315,"M",264567,51,"UNV","SOL",48,98,"SANTIAGO",36745,232377,0,204835,915,0,93,1,2700000,"SI","FUGA"
316,"M",447137,55,"TEC","SOL",40,67,"VINA DEL MAR",0,491371,0,0,42,0,0,1,5300000,"NO","NO FUGA"
317,"M",510103,23,"TEC","SOL",90,97,"SANTIAGO",0,132939,0,62210,0,0,6308,1,2200000,"NO","FUGA"
318,"F",465052,53,"UNV","SOL",73,93,"SANTIAGO",0,23,0,203197,94,0,494,3,1800000,"SI","FUGA"
319,"F",134447,54,"MED","CAS",77,227,"TALCAHUANO",0,592300,0,23775,938,0,1,1,1700000,"NO","NO FUGA"
320,"M",171914,58,"UNV","SOL",43,70,"QUILPUE",0,29625,11560,1199379,0,0,3129,0,2200000,"NO","NO FUGA"
321,"M",827492,47,"UNV","CAS",138,1,"ARICA",717466,30801,0,0,2524,0,92,1,2900000,"SI","FUGA"
322,"M",15308,50,"MED","CAS",37,115,"SANTIAGO",0,0,0,225472,0,0,118,1,2600000,"NO","FUGA"
323,"M",253211,47,"UNV","CAS",90,89,"SANTIAGO",405678,133032,0,6562,555,0,46,1,1600000,"SI","NO FUGA"
324,"M",293976,47,"MED","SOL",138,1,"ARICA",0,227704,0,141766,0,0,150,1,2400000,"SI","FUGA"
325,"F",680280,33,"TEC","CAS",90,23,"CALDERA",0,173544,0,0,4,0,7732,1,3700000,"NO","NO FUGA"
326,"F",18445,50,"TEC","SOL",98,122,"MELIPILLA",0,0,0,0,0,0,0,0,2000000,"SI","NO FUGA"
327,"M",79958,48,"UNV","SEP",138,1,"ARICA",0,503857,0,0,710,0,0,2,5000000,"NO","FUGA"
328,"F",303602,54,"TEC","CAS",122,516,"LLO-LLEO",0,0,0,0,0,950,0,0,2000000,"NO","NO FUGA"
329,"F",3346030,41,"MED","SOL",144,85,"SANTIAGO",0,799433,0,71016,0,7308,0,0,8000000,"NO","NO FUGA"
330,"F",866585,28,"UNV","CAS",44,173,"TALCA",0,2079662,0,0,12,0,0,1,2400000,"NO","NO FUGA"
331,"M",5128367,38,"UNV","CAS",35,106,"SANTIAGO",0,2800,0,0,153,0,86,1,5100000,"NO","FUGA"
332,"M",459852,50,"TEC","CAS",138,1,"ARICA",0,139364,0,102482,68,0,138,1,2600000,"NO","FUGA"
333,"M",1587801,40,"MED","CAS",79,148,"SAN FERNANDO",1135704,789549,0,2267465,2217,16929,2184,1,8000000,"NO","NO FUGA"
334,"F",251533,52,"UNV","CAS",31,119,"SANTIAGO",0,0,0,0,41,0,0,1,2400000,"NO","FUGA"
335,"M",31175,51,"UNV","CAS",69,85,"SANTIAGO",4624386,2122310,0,78740,7464,0,1541,3,8000000,"NO","FUGA"
336,"F",431061,42,"TEC","CAS",38,103,"SANTIAGO",0,3222,0,0,16,0,17,1,2100000,"NO","NO FUGA"
337,"M",388941,46,"MED","CAS",138,1,"ARICA",0,299701,0,84655,117,0,0,2,600000,"NO","FUGA"
338,"F",1261694,51,"MED","CAS",60,291,"PUERTO MONTT",0,189591,0,0,343,569,0,2,8000000,"NO","NO FUGA"
339,"M",1353052,47,"UNV","CAS",31,119,"SANTIAGO",0,291635,0,607682,3309,0,15414,3,7800000,"NO","FUGA"
340,"M",2128270,43,"UNV","CAS",71,88,"SANTIAGO",0,64666,0,241062,0,0,214,1,1900000,"NO","FUGA"
341,"M",935002,45,"TEC","VIU",138,1,"ARICA",0,27596,0,262465,847,36113,667,2,5700000,"NO","FUGA"
342,"M",64041,39,"UNV","CAS",25,92,"SANTIAGO",0,0,0,41080,14,13290,2,1,2800000,"NO","NO FUGA"
343,"F",1622840,53,"MED","CAS",53,80,"SANTIAGO",0,0,0,0,8350,0,71826,3,8000000,"NO","NO FUGA"
344,"M",173377,51,"TEC","SEP",13,80,"SANTIAGO",0,443705,0,64279,158,0,47,1,2500000,"NO","FUGA"
345,"M",34046,45,"MED","CAS",55,90,"SANTIAGO",0,1264980,0,0,3,19127,884,1,2900000,"NO","FUGA"
346,"F",226692,36,"TEC","VIU",21,502,"CHUQUICAMATA",0,281808,1064726,28132,16,4289,105,1,5300000,"NO","NO FUGA"
347,"M",648622,32,"TEC","CAS",129,105,"SANTIAGO",2234317,801122,0,615623,2283,8250,441,2,5200000,"NO","FUGA"
348,"F",5589740,31,"TEC","SOL",29,93,"SANTIAGO",0,173571,0,41157,45,0,82,1,1600000,"NO","NO FUGA"
349,"F",7944,43,"TEC","SOL",81,59,"QUILLOTA",0,282993,0,181114,0,1197,0,0,5700000,"SI","NO FUGA"
350,"M",983523,42,"UNV","CAS",52,104,"SANTIAGO",0,18521,0,4773,0,0,0,1,5400000,"NO","FUGA"
351,"M",3904464,43,"UNV","CAS",80,89,"SANTIAGO",0,45269,2985475,0,3629,0,9181,2,2100000,"NO","FUGA"
352,"F",406726,36,"TEC","SOL",141,31,"COQUIMBO",0,21360,0,0,449,0,0,1,4500000,"NO","NO FUGA"
353,"F",1428396,50,"BAS","CAS",138,88,"SANTIAGO",0,426336,0,0,0,1618,0,0,8000000,"SI","NO FUGA"
354,"F",918608,52,"TEC","SOL",39,80,"SANTIAGO",0,154249,0,709456,505,0,10839,3,5700000,"SI","NO FUGA"
355,"M",24525,40,"MED","CAS",55,90,"SANTIAGO",1154370,80051,0,96495,952,402,134,2,4500000,"NO","FUGA"
356,"M",3740965,41,"UNV","CAS",55,90,"SANTIAGO",0,135252,0,156,14,0,18380,1,3200000,"NO","FUGA"
357,"M",60099,33,"UNV","SOL",32,105,"SANTIAGO",0,167342,0,443572,0,0,1171,1,2200000,"NO","NO FUGA"
358,"M",227774,39,"UNV","CAS",25,92,"SANTIAGO",0,0,0,1958,16,5516,57,1,2800000,"NO","NO FUGA"
359,"F",491101,32,"UNV","CAS",34,29,"LA SERENA",0,208927,0,161945,0,0,45,0,2000000,"NO","NO FUGA"
360,"M",524328,51,"UNV","CAS",138,1,"ARICA",0,111277,0,852443,620,0,1387,2,800000,"NO","FUGA"
361,"F",1635026,50,"MED","CAS",13,16,"ANTOFAGASTA",0,701074,0,0,3558,0,62,2,8000000,"NO","NO FUGA"
362,"F",33356,45,"TEC","SOL",74,272,"VALDIVIA",0,238407,0,0,2331,8317,21,3,800000,"SI","NO FUGA"
363,"F",197013,48,"MED","CAS",52,86,"SANTIAGO",0,536621,0,0,732,0,0,1,8000000,"NO","NO FUGA"
364,"M",27839,45,"UNV","SEP",55,90,"SANTIAGO",0,295089,0,117715,2,0,189,1,4200000,"NO","FUGA"
365,"M",315400,26,"UNV","SOL",74,80,"SANTIAGO",0,383732,0,8280,19,0,0,1,2100000,"NO","FUGA"
366,"M",159708,35,"TEC","CAS",90,105,"SANTIAGO",77263,122597,0,94364,150,1923,358,1,2800000,"SI","NO FUGA"
367,"M",40161,44,"UNV","CAS",55,90,"SANTIAGO",0,8270,0,564746,29,0,358,1,1800000,"NO","FUGA"
368,"M",2583894,42,"MED","CAS",19,115,"SANTIAGO",0,255447,0,0,31,0,204,1,8000000,"NO","NO FUGA"
369,"F",233664,55,"MED","SOL",90,103,"SANTIAGO",0,478947,0,0,24,10705,44,1,6000000,"NO","NO FUGA"
370,"M",4066071,43,"UNV","CAS",55,90,"SANTIAGO",0,227528,0,0,60,0,28190,1,5200000,"NO","FUGA"
371,"F",20412,40,"TEC","SOL",85,92,"SANTIAGO",0,99671,0,0,225,1631,0,1,7200000,"SI","NO FUGA"
372,"M",38938,27,"UNV","SOL",13,16,"ANTOFAGASTA",0,495704,0,0,12,0,0,1,2700000,"NO","NO FUGA"
373,"F",15785,56,"TEC","SOL",0,66,"VALPARAISO",0,591546,0,0,0,540,599,0,1300000,"SI","NO FUGA"
374,"M",206412,43,"MED","CAS",31,119,"SANTIAGO",0,159271,0,35154,203,0,1098,1,2100000,"SI","FUGA"
375,"M",18413,40,"UNV","CAS",16,88,"SANTIAGO",0,155254,0,243370,71,30415,4,1,5300000,"NO","FUGA"
376,"M",308199,31,"UNV","CAS",129,101,"SANTIAGO",0,76798,0,212181,11,0,110,1,1800000,"NO","NO FUGA"
377,"M",438997,41,"UNV","CAS",41,88,"SANTIAGO",0,285238,0,51272,0,0,0,1,1600000,"SI","FUGA"
378,NA,157575,24,"UNV","SOL",80,89,"SANTIAGO",108319,51212,0,140973,667,0,1,1,1200000,"NO","FUGA"
379,"M",154337,52,"MED","CAS",27,226,"CONCEPCION",0,0,0,0,670,0,0,2,700000,"NO","FUGA"
380,"M",74503,47,"UNV","CAS",138,1,"ARICA",0,45296,0,31234,372,0,281,1,1900000,"SI","FUGA"
381,"M",1077191,38,"MED","CAS",52,89,"SANTIAGO",0,521388,0,0,775,19381,1,3,6000000,"NO","NO FUGA"
382,"F",96085,55,"UNV","SOL",27,226,"CONCEPCION",408076,37189,0,77807,1624,0,0,1,3000000,"SI","FUGA"
383,"M",576483,50,"UNV","SOL",31,119,"SANTIAGO",0,108849,7451209,0,215,0,0,1,2800000,"NO","FUGA"
384,"M",154888,40,"UNV","CAS",55,90,"SANTIAGO",0,259012,0,425573,7,0,167,1,2400000,"NO","FUGA"
385,"F",46710,53,"MED","SOL",107,86,"SANTIAGO",0,732303,0,87081,214,0,233,3,3400000,"SI","NO FUGA"
386,"M",20246,40,"MED","CAS",55,90,"SANTIAGO",0,11558,0,103641,155,0,0,3,1400000,"NO","FUGA"
387,"M",4738,40,"UNV","SEP",132,118,"SANTIAGO",0,7994,0,431447,3500,16468,817,3,1400000,"NO","FUGA"
388,"F",23677,28,"TEC",NA,25,93,"SANTIAGO",0,142242,0,30344,104,0,26,1,2200000,"NO","FUGA"
389,"M",530340,55,"UNV","CAS",18,89,"SANTIAGO",584419,0,0,0,41,10912,2,3,3400000,"NO","FUGA"
390,"F",628863,47,"MED","CAS",15,67,"VINA DEL MAR",0,12415,0,490208,94,0,172,1,4900000,"NO","NO FUGA"
391,"M",403299,31,"UNV","CAS",13,16,"ANTOFAGASTA",0,132152,0,0,323,7027,466,1,1900000,"NO","NO FUGA"
392,"F",2170711,35,"TEC","SEP",72,504,"EL SALVADOR",1032341,284028,0,0,0,0,0,0,4900000,"NO","NO FUGA"
393,"F",113187,33,"UNV","CAS",34,31,"COQUIMBO",0,249189,0,30794,4,6115,0,1,1300000,"NO","NO FUGA"
394,"M",20785,43,"UNV","CAS",31,119,"SANTIAGO",0,21207,0,363346,13,422,17,1,3900000,"NO","FUGA"
395,"F",187442,30,"MED","SOL",12,13,"CALAMA",0,202840,0,475381,4,0,0,1,1800000,"NO","NO FUGA"
396,"F",297920,37,"UNV","SOL",83,115,"SANTIAGO",0,5466,0,0,53,0,964,2,4600000,"SI","NO FUGA"
397,"F",20932,50,"MED","SOL",27,226,"CONCEPCION",0,0,0,0,9,1598,0,1,2600000,"SI","NO FUGA"
398,"F",391269,50,"UNV",NA,131,94,"SANTIAGO",0,262714,0,0,0,127,0,1,1200000,"SI","FUGA"
399,"M",241012,41,"MED","CAS",55,90,"SANTIAGO",0,516510,0,261149,33,0,29876,2,8000000,"NO","FUGA"
400,"F",89997,62,"MED","SOL",54,80,"SANTIAGO",66243,279137,0,55970,467,0,178,1,500000,"SI","NO FUGA"
401,"M",65113,45,"UNV","CAS",103,93,"SANTIAGO",0,435464,0,0,605,1708,944,2,2200000,"NO","FUGA"
402,"M",1162225,57,"UNV","SOL",107,86,"SANTIAGO",0,1475764,0,966833,2692,1392,7657,1,3100000,"NO","NO FUGA"
403,"M",5459808,43,"UNV","CAS",55,90,"SANTIAGO",0,37120,0,0,40,0,0,1,2700000,"NO","FUGA"
404,"M",23386,53,"UNV","CAS",142,89,"SANTIAGO",0,2321,0,132166,102,0,53,2,2100000,"SI","FUGA"
405,"M",397389,46,"UNV","CAS",54,89,"SANTIAGO",0,223790,0,256834,0,25080,0,1,4100000,"NO","FUGA"
406,"F",1229326,45,"UNV","CAS",31,119,"SANTIAGO",0,1991564,0,0,269,0,0,1,4800000,"SI","FUGA"
407,"M",7890,53,"MED","CAS",50,86,"SANTIAGO",0,498276,0,365123,125,0,28,1,1500000,"NO","FUGA"
408,"F",181173,41,"MED","CAS",138,1,"ARICA",217915,1001467,0,288482,258,4884,287,2,4900000,"NO","FUGA"
409,"F",7735853,29,"TEC","CAS",40,67,"VINA DEL MAR",0,167256,0,0,35,0,0,1,1700000,"NO","NO FUGA"
410,"F",895983,39,"TEC","VIU",96,131,"RANCAGUA",726160,26843,0,244944,1507,0,2916,1,1300000,"NO","NO FUGA"
411,"M",215221,50,"TEC","CAS",13,16,"ANTOFAGASTA",0,449193,0,0,2604,0,48881,2,8000000,"NO","NO FUGA"
412,"M",10625,47,"UNV","SEP",17,84,"SANTIAGO",0,139282,0,0,41,0,0,1,2500000,"NO","FUGA"
413,"M",877113,60,"UNV","CAS",105,59,"QUILLOTA",0,349173,0,5740,1114,0,27,1,8000000,"NO","NO FUGA"
414,"F",368864,40,"MED","CAS",134,16,"ANTOFAGASTA",0,744689,0,90062,33,2765,5,1,1200000,"NO","NO FUGA"
415,"M",1389117,41,"UNV","CAS",60,291,"PUERTO MONTT",0,112787,0,2936541,1601,2143,2168,3,7700000,"SI","NO FUGA"
416,"F",832187,52,"UNV","CAS",138,1,"ARICA",0,325767,0,93285,2369,0,173,3,2100000,"NO","FUGA"
417,"F",546567,41,"UNV","SOL",138,1,"ARICA",0,8519,0,407403,631,0,73,2,3200000,"NO","FUGA"
418,"M",244946,47,"UNV","SOL",16,115,"SANTIAGO",0,363252,0,497138,587,377,654,2,1700000,"NO","FUGA"
419,"M",222642,50,"UNV","CAS",138,1,"ARICA",0,21174,0,17,1065,0,0,2,1400000,"NO","FUGA"
420,"M",601520,32,"MED","CAS",17,88,"SANTIAGO",0,251398,0,0,131,19569,1,2,2200000,"NO","NO FUGA"
421,"M",124930,45,"UNV","SOL",31,119,"SANTIAGO",0,468502,0,12210,0,1242,51,1,1400000,"NO","FUGA"
422,"M",194923,44,"MED","CAS",141,31,"COQUIMBO",0,909320,0,17903,2604,0,111,1,3100000,"NO","NO FUGA"
423,"M",580919,48,"MED","CAS",138,1,"ARICA",0,34518,0,71824,147,0,3709,1,3800000,"SI","FUGA"
424,"F",4009723,27,"TEC","VIU",10,5,"IQUIQUE",0,518137,0,0,0,0,0,0,1500000,"NO","NO FUGA"
